input,output
"Blood clots that block arteries in the lungs are generally understood to be rare among children. But a new study abstract, presented yesterday at the American Thoracic Society 2025 International Conference, suggests it could happen more often than the earlier evidence has indicated. Previous studies have identified varying but low rates among youth -- anywhere from 8.6 to 57 out of every 100,000 hospitalized children.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): rare
   Verbal risk descriptor (new situation): could happen more often than earlier evidence has indicated
   Verbal risk descriptor (change from base to new): potentially significantly higher
   Reference class size (base case: absolute number): 100000
   Reference class size (new case: absolute number): null
   Reference class description (base case): hospitalized children
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): youth
   Source (base case): null
   Source (new situation): American Thoracic Society 2025 International Conference
   Topic and unit: blood clots in the lungs among children"
"Blood clots that block arteries in the lungs are generally understood to be rare among children. But a new study abstract, presented yesterday at the American Thoracic Society 2025 International Conference, suggests it could happen more often than the earlier evidence has indicated. Previous studies have identified varying but low rates among youth, just 0.14 to 0.9 of every 100,000 in the general population, per one review.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): rare
   Verbal risk descriptor (new situation): not specified
   Verbal risk descriptor (change from base to new): potentially higher than previously understood
   Reference class size (base case: absolute number): 100000
   Reference class size (new case: absolute number): not specified
   Reference class description (base case): general population
   Reference class description (new case): not specified
   Population (übergeordnete Grundgesamtheit): general population
   Source (base case): null
   Source (new situation): American Thoracic Society 2025 International Conference
   Topic and unit: blood clots in lungs among children per 100,000 in the general population"
"The study involved 468,629 participants, all of whom had no signs of heart disease at the beginning of the research. On average, the participants were around 56 years old, and slightly more than half were women. These people were monitored for about 10 to 15 years to observe any changes in their health related to coffee consumption.

The researchers divided the participants into three groups based on how much coffee they drank each day. The first group, which made up 22.1% of the participants, did not drink coffee regularly. The second group, the largest at 58.4%, drank between half a cup and three cups per day. The final group, 19.5% of participants, drank more than three cups daily.

The results were quite surprising. People who drank coffee in light to moderate amounts (up to three cups a day) had a 12% lower risk of dying from any cause compared to those who did not drink coffee.","Risk communication: 1
   Absolute risk (base case): null (No specific risk percentage is given for non-coffee drinkers)
   Absolute risk (new case): 12% lower risk for moderate coffee drinkers
   Absolute number (base case): 468629
   Absolute number (new case): null (No specific number of individuals is given for the new risk)
   Absolute risk difference: 12%
   Relative risk: 12% reduction
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): lower risk
   Verbal risk descriptor (change from base to new): significantly lower
   Reference class size (base case: absolute number): 468629
   Reference class size (new case: absolute number): null
   Reference class description (base case): all participants with no signs of heart disease at the beginning of the research
   Reference class description (new case): moderate coffee drinkers (up to three cups a day)
   Population (übergeordnete Grundgesamtheit): participants in the study
   Source (base case): null
   Source (new situation): researchers
   Topic and unit: risk of dying from any cause, percentage change"
"The study involved 468,629 participants, all of whom had no signs of heart disease at the beginning of the research. On average, the participants were around 56 years old, and slightly more than half were women. These people were monitored for about 10 to 15 years to observe any changes in their health related to coffee consumption.

The researchers divided the participants into three groups based on how much coffee they drank each day. The first group, which made up 22.1% of the participants, did not drink coffee regularly. The second group, the largest at 58.4%, drank between half a cup and three cups per day. The final group, 19.5% of participants, drank more than three cups daily.Even more impressively, their risk of dying from heart disease dropped by 17%","Risk communication: 1
   Absolute risk (base case): null (No specific risk percentage is given for the base case)
   Absolute risk (new case): 17% (Risk reduction due to coffee consumption)
   Absolute number (base case): 468629
   Absolute number (new case): null (No specific number of affected individuals after change)
   Absolute risk difference: 17%
   Relative risk: 17% reduction
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): reduced by 17%
   Verbal risk descriptor (change from base to new): significantly lower
   Reference class size (base case: absolute number): 468629
   Reference class size (new case: absolute number): null
   Reference class description (base case): participants with no signs of heart disease at the beginning of the research
   Reference class description (new case): not applicable (No specific group is given for the new case)
   Population (übergeordnete Grundgesamtheit): participants in the study
   Source (base case): null
   Source (new situation): researchers
   Topic and unit: risk of dying from heart disease, no time or unit specified"
"The study involved 468,629 participants, all of whom had no signs of heart disease at the beginning of the research. On average, the participants were around 56 years old, and slightly more than half were women. These people were monitored for about 10 to 15 years to observe any changes in their health related to coffee consumption.

The researchers divided the participants into three groups based on how much coffee they drank each day. The first group, which made up 22.1% of the participants, did not drink coffee regularly. The second group, the largest at 58.4%, drank between half a cup and three cups per day. Their chances of having a stroke were reduced by 21%. This suggests that moderate coffee consumption could play a role in protecting against serious heart problems and even death.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 21% reduction
   Absolute number (base case): 468629
   Absolute number (new case): null
   Absolute risk difference: 21%
   Relative risk: 21% reduction
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): reduced by 21%
   Verbal risk descriptor (change from base to new): reduced
   Reference class size (base case: absolute number): 468629
   Reference class size (new case: absolute number): null
   Reference class description (base case): all participants with no signs of heart disease at the beginning of research
   Reference class description (new case): not available as it refers to a subgroup based on coffee consumption
   Population (übergeordnete Grundgesamtheit): general population
   Source (base case): null
   Source (new situation): study
   Topic and unit: chances of having a stroke, percentage change"
"India has seen a significant surge in internet penetration, becoming the second-largest online market globally after China, with more than 886 million users in 2024, representing 55.3% of the population. This growth is driven by factors such as affordable smartphones and data plans, and the Digital India programme. Internet penetration in India grew from 13% to 55%.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): 886000000
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: 42.3% increase
   Absolute number difference: 752400000
   Verbal risk descriptor (base case): 13%
   Verbal risk descriptor (new situation): 55.3%
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): 1380000000
   Reference class description (base case): null
   Reference class description (new case): Indian population
   Population (übergeordnete Grundgesamtheit): Indian population
   Source (base case): null
   Source (new situation): null
   Topic and unit: internet penetration rate among the Indian population"
Screen time in adolescents rose by 52% on average during the pandemic.,"Risk communication: 0
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: 52% increase
   Absolute number difference: 52%
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): adolescents
   Reference class description (new case): adolescents
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): null
   Topic and unit: screen time in adolescents, percentage increase"
"Prior research has shown that people in high-pressure, low-control jobs—like administrative or clerical roles—are more likely to experience stress-related health problems, including high blood pressure and heart disease.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): ""more likely""
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): people in high-pressure, low-control jobs (e.g. administrative or clerical roles)
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): ""Prior research""
   Source (new situation): null
   Topic and unit: stress-related health problems, including high blood pressure and heart disease"
"The team, led by Dr. Jason H. Wasfy from Massachusetts General Hospital, examined data from over 127,000 death certificates in Massachusetts between 2020 and 2023. They compared the number of cardiac deaths during this period to data from before the pandemic, from 2014 to 2019.They found that heart-related deaths were much higher than expected during the pandemic years. Cardiac deaths were 16% higher than usual. ","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 16%
   Absolute number (base case): null
   Absolute number (new case): 127000
   Absolute risk difference: 16%
   Relative risk: 16% increase
   Absolute number difference: 20560
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): higher than usual
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): 127000
   Reference class description (base case): null
   Reference class description (new case): Massachusetts population between 2014 and 2019
   Population (übergeordnete Grundgesamtheit): Massachusetts population
   Source (base case): null
   Source (new situation): Dr. Jason H. Wasfy from Massachusetts General Hospital
   Topic and unit: cardiac deaths, percentage increase during the pandemic years compared to before the pandemic"
"The study included nearly 34,000 participants across 326 villages. About half of them—over 17,000 people—were part of the intervention group, meaning they received special help to lower their blood pressure. The rest were in a usual care group, receiving the standard medical advice available in their area.Even more importantly, those improvements in blood pressure were linked to a 15% lower risk of developing dementia.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 15%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 15%
   Relative risk: 15% reduction
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): 34000
   Reference class size (new case: absolute number): 34000
   Reference class description (base case): participants across 326 villages
   Reference class description (new case): participants across 326 villages
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): study
   Topic and unit: risk of developing dementia"
"The study included nearly 34,000 participants across 326 villages. About half of them—over 17,000 people—were part of the intervention group, meaning they received special help to lower their blood pressure. Even more importantly, those improvements in blood pressure were linked to a 16% lower risk of developing cognitive impairment (memory and thinking problems that don’t meet the criteria for dementia)","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 16%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 16%
   Relative risk: 16% reduction
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): ""16% lower""
   Verbal risk descriptor (change from base to new): ""lower""
   Reference class size (base case: absolute number): 34000
   Reference class size (new case: absolute number): 34000
   Reference class description (base case): null
   Reference class description (new case): participants in the study
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): study
   Topic and unit: risk of cognitive impairment"
"Adults in the United States who have both high blood pressure and Type 2 diabetes face a far greater risk of dying—especially from heart-related causes—compared to those who have only one of these conditions or neither, according to a major new study from Columbia University’s Mailman School of Public Health.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): far greater risk
   Absolute number (base case): null
   Absolute number (new case): adults who have both high blood pressure and Type 2 diabetes in the United States
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): far greater risk
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): adults who have only one of these conditions or neither in the United States
   Reference class size (new case: absolute number): adults who have both high blood pressure and Type 2 diabetes in the United States
   Reference class description (base case): adults who have only one of these conditions or neither
   Reference class description (new case): adults who have both high blood pressure and Type 2 diabetes
   Population (übergeordnete Grundgesamtheit): adults in the United States
   Source (base case): null
   Source (new situation): Columbia University’s Mailman School of Public Health
   Topic and unit: risk of dying, especially from heart-related causes"
"The researchers looked at health data from nearly 49,000 adults who participated in the National Health and Nutrition Examination Survey between 1999 and 2018. This data represents the health of about 200 million Americans.Over the 20-year period, the number of people with both conditions nearly doubled—from 6% to 12%. People who had both diabetes and hypertension were more likely to be older, have lower income and education levels, and be part of non-Hispanic Black or Hispanic communities.","Risk communication: 1
   Absolute risk (base case): 6%
   Absolute risk (new case): 12%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 6%
   Relative risk: 100% increase
   Absolute number difference: null
   Verbal risk descriptor (base case): low risk
   Verbal risk descriptor (new situation): high risk
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): 200000000
   Reference class size (new case: absolute number): 200000000
   Reference class description (base case): general population of Americans
   Reference class description (new case): general population of Americans with both diabetes and hypertension
   Population (übergeordnete Grundgesamtheit): general population of Americans
   Source (base case): National Health and Nutrition Examination Survey between 1999 and 2018
   Source (new situation): null
   Topic and unit: prevalence of both diabetes and hypertension among adults in the United States"
Even people with early signs of trouble—those with both prediabetes and slightly high blood pressure—had up to a 19% higher risk of dying compared to people without either condition.,"Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 19%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 19%
   Relative risk: 19% increase
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): higher risk
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): people without either condition
   Reference class description (new case): people with both prediabetes and slightly high blood pressure
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): null
   Topic and unit: risk of dying"
"In fact, people who consumed the highest levels of lutein and zeaxanthin had a 50% lower risk of developing Alzheimer’s, according to the Rush study.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 50% lower risk
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 50%
   Relative risk: 50% reduction
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): lower risk
   Verbal risk descriptor (change from base to new): significantly lower
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): null
   Reference class description (base case): people who consumed the highest levels of lutein and zeaxanthin
   Reference class description (new case): people with Alzheimer’s (implied)
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): Rush study
   Source (new situation): Rush study
   Topic and unit: risk of developing Alzheimer’s"
"The study tracked nearly 3,000 people over an average of nine years as part of the Health, Aging and Body Composition project, which looks at aging-related health issues.

One of the key findings was that white participants who regularly used sleep medications were 79% more likely to develop dementia compared to those who rarely or never used them.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 79% more likely
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 79%
   Relative risk: 79% more likely
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): higher risk
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): nearly 3000
   Reference class size (new case: absolute number): nearly 3000
   Reference class description (base case): white participants who rarely or never used sleep medications
   Reference class description (new case): white participants who regularly use sleep medications
   Population (übergeordnete Grundgesamtheit): aging-related health issues participants
   Source (base case): null
   Source (new situation): Health, Aging and Body Composition project
   Topic and unit: dementia risk associated with regular use of sleep medications"
"The study tracked nearly 3,000 people over an average of nine years as part of the Health, Aging and Body Composition project, which looks at aging-related health issues.
Interestingly, this link was not seen in Black participants, even if they also used sleep medications often. The study also found that white individuals were three times more likely to be frequent users of sleep aids than Black individuals.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): 3000
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: 3 times more likely
   Absolute number difference: 3 times
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): frequent users of sleep aids
   Verbal risk descriptor (change from base to new): significantly higher for white individuals compared to Black participants
   Reference class size (base case: absolute number): 3000
   Reference class size (new case: absolute number): null
   Reference class description (base case): people participating in the Health, Aging and Body Composition project
   Reference class description (new case): Black participants and white individuals who use sleep medications often
   Population (übergeordnete Grundgesamtheit): not specified
   Source (base case): Health, Aging and Body Composition project
   Source (new situation): not specified
   Topic and unit: frequency of using sleep aids among different racial groups"
"They studied the health records of about 72,000 women who had COVID-19 during pregnancy, and compared them with around 208,000 women who were the same age and background but were not pregnant when they got COVID.

The researchers checked to see how many women developed long COVID symptoms 180 days after recovering. They found that about 16 out of 100 pregnant women developed long COVID, compared to about 19 out of 100 non-pregnant women. ","Risk communication: 1
   Absolute risk (base case): 19%
   Absolute risk (new case): 16%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 3%
   Relative risk: -15.79%
   Absolute number difference: -3 out of 100
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): ""significantly lower""
   Reference class size (base case: absolute number): 208000
   Reference class size (new case: absolute number): 72000
   Reference class description (base case): women who were the same age and background but were not pregnant when they got COVID
   Reference class description (new case): women who had COVID-19 during pregnancy
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): null
   Topic and unit: long COVID symptoms 180 days after recovering, per 100 women"
"Published in Jama Network Open, the paper investigated symptoms of long COVID in 12,276 adults. Their results indicated that women had 31% higher chance of developing long COVID than men.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 31%
   Absolute number (base case): null
   Absolute number (new case): 12276
   Absolute risk difference: 31%
   Relative risk: 31% increase
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): higher chance
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): 12276
   Reference class size (new case: absolute number): 12276
   Reference class description (base case): adults
   Reference class description (new case): adults
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): Jama Network Open
   Source (new situation): Jama Network Open
   Topic and unit: chance of developing long COVID"
"The study analyzed data from 589,722 adults in Sweden, tracking their health from their first COVID-19 infection until either a diagnosis of long COVID, vaccination, reinfection, death, emigration, or the end of the follow-up period.The study found that receiving one or more doses of a COVID-19 vaccine before infection reduced the risk of long COVID by 58%.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 42%
   Absolute number (base case): null
   Absolute number (new case): null
   Absolute risk difference: 16%
   Relative risk: 58% reduction
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): ""lower""
   Verbal risk descriptor (change from base to new): ""significantly lower""
   Reference class size (base case: absolute number): 589722
   Reference class size (new case: absolute number): 589722
   Reference class description (base case): ""adults in Sweden with COVID-19 infection""
   Reference class description (new case): ""adults in Sweden with COVID-19 infection and vaccination before infection""
   Population (übergeordnete Grundgesamtheit): ""adults in Sweden""
   Source (base case): null
   Source (new situation): ""study""
   Topic and unit: risk of long COVID after COVID-19 infection"
"The research comprised 477 patients who received treatment for long-haul COVID at Mayo Clinic between May 27, 2021, and July 26, 2022. More than half of these patients were vaccinated before contracting the virus.Vaccinated patients were 50% less likely to experience abdominal pain compared to their unvaccinated counterparts.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 50% less likely
   Absolute number (base case): null
   Absolute number (new case): 477 patients
   Absolute risk difference: null
   Relative risk: 50% less likely
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): less likely to experience abdominal pain
   Verbal risk descriptor (change from base to new): significantly lower
   Reference class size (base case: absolute number): 477 patients
   Reference class size (new case: absolute number): 477 patients
   Reference class description (base case): vaccinated patients who contracted COVID-19 at Mayo Clinic between May 27, 2021, and July 26, 2022
   Reference class description (new case): unvaccinated counterparts of the above group
   Population (übergeordnete Grundgesamtheit): patients who received treatment for long-haul COVID at Mayo Clinic between May 27, 2021, and July 26, 2022
   Source (base case): null
   Source (new situation): Mayo Clinic
   Topic and unit: likelihood of experiencing abdominal pain"
"Through a careful examination of data from the United Kingdom, Spain, and Estonia, involving over 20 million people—half vaccinated and half not—the study meticulously analyzed how vaccination influences the risk of serious health issues following a SARS-CoV-2 infection.For instance, in the first 30 days post-infection, vaccinated individuals showed a 78% lower risk of venous thromboembolism.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 22% (implied by stating ""78% lower risk"")
   Absolute number (base case): null
   Absolute number (new case): over 20 million people
   Absolute risk difference: 78%
   Relative risk: 78% reduction
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): ""risk of venous thromboembolism""
   Verbal risk descriptor (change from base to new): ""significantly lower""
   Reference class size (base case: absolute number): over 20 million people
   Reference class size (new case: absolute number): over 20 million people
   Reference class description (base case): half vaccinated and half not
   Reference class description (new case): same as base case
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): United Kingdom, Spain, and Estonia
   Source (new situation): null
   Topic and unit: risk of venous thromboembolism following a SARS-CoV-2 infection in the first 30 days post-infection"
"Through a careful examination of data from the United Kingdom, Spain, and Estonia, involving over 20 million people—half vaccinated and half not—the study meticulously analyzed how vaccination influences the risk of serious health issues following a SARS-CoV-2 infection.For instance, in the first 30 days post-infection, vaccinated individuals showed a 47% lower risk of arterial thrombosis/thromboembolism","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 47% lower risk
   Absolute number (base case): over 20 million people
   Absolute number (new case): half of the base case (10 million vaccinated individuals)
   Absolute risk difference: 47%
   Relative risk: 47% reduction
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): lower risk of arterial thrombosis/thromboembolism
   Verbal risk descriptor (change from base to new): significantly lower
   Reference class size (base case: absolute number): over 20 million people
   Reference class size (new case: absolute number): 10 million vaccinated individuals
   Reference class description (base case): half vaccinated and half not
   Reference class description (new case): vaccinated individuals
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): United Kingdom, Spain, and Estonia
   Source (new situation): null
   Topic and unit: risk of arterial thrombosis/thromboembolism following a SARS-CoV-2 infection in the first 30 days post-infection"
"Through a careful examination of data from the United Kingdom, Spain, and Estonia, involving over 20 million people—half vaccinated and half not—the study meticulously analyzed how vaccination influences the risk of serious health issues following a SARS-CoV-2 infection.For instance, in the first 30 days post-infection, vaccinated individuals showed a 55% lower risk of heart failure.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 55% lower risk
   Absolute number (base case): over 20 million people
   Absolute number (new case): not specified (comparison between vaccinated and non-vaccinated individuals)
   Absolute risk difference: 55%
   Relative risk: 55% lower risk
   Absolute number difference: not specified
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): ""55% lower risk""
   Reference class size (base case: absolute number): over 20 million people
   Reference class size (new case: absolute number): over 20 million people
   Reference class description (base case): half vaccinated and half not
   Reference class description (new case): not specified (comparison between vaccinated and non-vaccinated individuals)
   Population (übergeordnete Grundgesamtheit): not specified
   Source (base case): United Kingdom, Spain, and Estonia
   Source (new situation): not specified
   Topic and unit: risk of heart failure following a SARS-CoV-2 infection in the first 30 days post-infection"
"To examine the risk factors associated with developing long COVID, researchers from the University of East Anglia looked at data from 41 studies around the world, involving a total of 860,783 patients.

The study found that being female, older, overweight, and a smoker all increased the risk of developing long COVID.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): 860783
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): being female, older, overweight, and a smoker all increase the risk
   Reference class size (base case: absolute number): 860783
   Reference class size (new case: absolute number): null
   Reference class description (base case): patients involved in 41 studies around the world
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): University of East Anglia
   Source (new situation): null
   Topic and unit: risk factors associated with developing long COVID"
"To examine the risk factors associated with developing long COVID, researchers from the University of East Anglia looked at data from 41 studies around the world, involving a total of 860,783 patients.
On the other hand, the study found that people who had been vaccinated against COVID had a significantly lower risk of developing long COVID.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): null
   Absolute number (base case): 860783
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: ""significantly lower""
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): ""significantly lower""
   Reference class size (base case: absolute number): 860783
   Reference class size (new case: absolute number): null
   Reference class description (base case): ""patients""
   Reference class description (new case): null
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): ""University of East Anglia""
   Source (new situation): null
   Topic and unit: risk factors associated with developing long COVID, per patient"
"In the study, the team used data from 284,592 vaccinated patients treated within the broader Cedars-Sinai Health System between the years 2020 and 2022, as well as 12,460 Cedars-Sinai patients with COVID-19.

They found that the odds of developing POTS are higher 90 days after vaccine exposure than 90 days prior to exposure.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): Higher
   Absolute number (base case): 284592 vaccinated patients
   Absolute number (new case): 12460 COVID-19 patients
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): Higher
   Verbal risk descriptor (change from base to new): Increased
   Reference class size (base case: absolute number): 284592
   Reference class size (new case: absolute number): 12460
   Reference class description (base case): Vaccinated patients
   Reference class description (new case): COVID-19 patients
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): Study within the broader Cedars-Sinai Health System
   Topic and unit: Odds of developing POTS, 90 days before and after vaccine exposure"
"The news made for an alarming headline recently: Research showed that common chemicals in plastics were associated with 350,000 heart disease deaths across the world in 2018. The statistic came from a study published in the journal eBioMedicine. The authors, a group of researchers at New York University’s Grossman School of Medicine, estimated that roughly 13 per cent of cardiovascular deaths among 55- to 64-year-olds worldwide that year could be attributed to phthalates, which are used in food packaging, shampoo, toys and more.","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): 13%
   Absolute number (base case): null
   Absolute number (new case): 350000
   Absolute risk difference: 13%
   Relative risk: 13%
   Absolute number difference: 350000
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): significant
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): 55-64 year olds worldwide in 2018
   Reference class description (base case): null
   Reference class description (new case): 55-64 year olds worldwide
   Population (übergeordnete Grundgesamtheit): global population
   Source (base case): null
   Source (new situation): eBioMedicine, New York University’s Grossman School of Medicine
   Topic and unit: heart disease deaths associated with chemicals in plastics per year"
"Recent studies suggest that 14% of U.S. adults and 38% of reproductive age women are iron deficient. Worldwide, this issue may impact as many as 2 billion people.","Risk communication: 1
   Absolute risk (base case): null (for U.S. adults) - 14% (for reproductive age women)
   Absolute risk (new case): null
   Absolute number (base case): null (for U.S. adults) - 2 billion people (worldwide)
   Absolute number (new case): null
   Absolute risk difference: null
   Relative risk: null
   Absolute number difference: null
   Verbal risk descriptor (base case): null (for U.S. adults) - ""common"" (for reproductive age women)
   Verbal risk descriptor (new situation): null
   Verbal risk descriptor (change from base to new): null
   Reference class size (base case: absolute number): 240 million adults in the U.S. (assuming a population of 331 million)
   Reference class size (new case: absolute number): 2 billion people worldwide
   Reference class description (base case): adults in the U.S.
   Reference class description (new case): reproductive age women and 2 billion people worldwide
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): ""recent studies""
   Topic and unit: iron deficiency prevalence"
"The scientists found that people who consume a can of artificially sweetened soft drink a day were at three times the risk of suffering the most common form of stroke compared to non-drinkers.

The study, which was published in the journal of the American Heart Association, looked at 10 years’ worth of data from more than 4,300 people and indicates that people need to look beyond the word ‘diet’ when making drink choices.

","Risk communication: 1
   Absolute risk (base case): null
   Absolute risk (new case): three times the risk
   Absolute number (base case): null
   Absolute number (new case): more than 4300 people
   Absolute risk difference: null
   Relative risk: three times
   Absolute number difference: null
   Verbal risk descriptor (base case): null
   Verbal risk descriptor (new situation): at a higher risk of suffering the most common form of stroke
   Verbal risk descriptor (change from base to new): significantly higher
   Reference class size (base case: absolute number): null
   Reference class size (new case: absolute number): more than 4300 people
   Reference class description (base case): null
   Reference class description (new case): people who consume a can of artificially sweetened soft drink a day and non-drinkers
   Population (übergeordnete Grundgesamtheit): null
   Source (base case): null
   Source (new situation): the journal of the American Heart Association
   Topic and unit: risk of suffering the most common form of stroke"
