input,output
Basically Receiving a flu vaccine in the year leading up to their hospital stay lowered a person’s stroke risk to 7%.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: 0.07
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lowered a person's stroke risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who were not vaccinated against flu
reference_class_description_new: people who received a flu vaccine within the year prior to hospitalization
source_base: null
source_new: null
topic_and_unit: risk of stroke in %"
Interestingly  Receiving a flu vaccine in the previous year before hospitalization lowered a person’s stroke risk to 10%.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: 0.1
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lowered a person's stroke risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who were not vaccinated against flu
reference_class_description_new: people who received a flu vaccine within the year prior to hospitalization
source_base: null
source_new: null
topic_and_unit: risk of stroke in %"
Getting the flu vaccine in the 12 months before hospitalization lowered a person’s stroke risk to 6%.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: 0.06
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lowered a person's stroke risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who were not vaccinated against flu
reference_class_description_new: people who received a flu vaccine within the year prior to hospitalization
source_base: null
source_new: null
topic_and_unit: risk of stroke in %"
Receiving a flu vaccine during the exact year before they were admitted lowered a person’s stroke risk to 5%.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: 0.05
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lowered a person's stroke risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who were not vaccinated against flu
reference_class_description_new: people who received a flu vaccine within the year prior to hospitalization
source_base: null
source_new: null
topic_and_unit: risk of stroke in %"
Receiving a flu vaccine within one year before being hospitalized lowered a person’s stroke risk to 12%.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: 0.12
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lowered a person's stroke risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who were not vaccinated against flu
reference_class_description_new: people who received a flu vaccine within the year prior to hospitalization
source_base: null
source_new: null
topic_and_unit: risk of stroke in %"
Getting the flu vaccine in the year preceding hospital admission lowered stroke risk of a person to 13%.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: 0.13
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lowered a person's stroke risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who were not vaccinated against flu
reference_class_description_new: people who received a flu vaccine within the year prior to hospitalization
source_base: null
source_new: null
topic_and_unit: risk of stroke in %"
Receiving  flu vaccine before they were hospitalized that year lowered the stroke risk of a person to 14%.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: 0.14
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lowered a person's stroke risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who were not vaccinated against flu
reference_class_description_new: people who received a flu vaccine within the year prior to hospitalization
source_base: null
source_new: null
topic_and_unit: risk of stroke in %"
Getting a flu vaccine in the exact year prior to going to the hospital lowered stroke risk of a person to 15%.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: 0.15
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lowered a person's stroke risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people who were not vaccinated against flu
reference_class_description_new: people who received a flu vaccine within the year prior to hospitalization
source_base: null
source_new: null
topic_and_unit: risk of stroke in %"
"The Nature Medicine study found a 45% increased likelihood of stroke one year after COVID-19 infection, or about 3 extra strokes per 1,000 people.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 3/1000
relative_risk: 0.45
absolute_number_difference: 3
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People without a confirmed COVID-19 infection
reference_class_description_new: COVID-19 survivors, one year post-infection
source_base: The Nature Medicine study
source_new: The Nature Medicine study
topic_and_unit: Risk of stroke in %"
"The Nature Medicine study also found a 60% higher stroke incidence one year after COVID-19 infection, or about 5 extra strokes per 1,000 people.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 5/1000
relative_risk: 0.6
absolute_number_difference: 5
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People without a confirmed COVID-19 infection
reference_class_description_new: COVID-19 survivors, one year post-infection
source_base: The Nature Medicine study
source_new: The Nature Medicine study
topic_and_unit: Risk of stroke in %"
"The study published in The Nature Medicine also found a 38% more cases of stroke one year after COVID-19 infection, or about 4 extra strokes per 1,000 people.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4/1000
relative_risk: 0.38
absolute_number_difference: 4
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People without a confirmed COVID-19 infection
reference_class_description_new: COVID-19 survivors, one year post-infection
source_base: The Nature Medicine study
source_new: The Nature Medicine study
topic_and_unit: Risk of stroke in %"
"The Nature Medicine study also found a 50% elevated stroke risk e one year after COVID-19 infection, or about 5 extra strokes per 1,000 people.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 5/1000
relative_risk: 0.5
absolute_number_difference: 5
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People without a confirmed COVID-19 infection
reference_class_description_new: COVID-19 survivors, one year post-infection
source_base: The Nature Medicine study
source_new: The Nature Medicine study
topic_and_unit: Risk of stroke in %"
"The study fron The Nature Medicine also found a 41% rise in stroke rates one year after COVID-19 infection, or about 3 extra strokes per 1000 people.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 3/1000
relative_risk: 0.41
absolute_number_difference: 3
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People without a confirmed COVID-19 infection
reference_class_description_new: COVID-19 survivors, one year post-infection
source_base: The Nature Medicine study
source_new: The Nature Medicine study
topic_and_unit: Risk of stroke in %"
"A new study from The Nature Medicine also found a 55% greater stroke occurrence one year after COVID-19 infection, or about 4 extra strokes per 1,000 people.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4/1000
relative_risk: 0.55
absolute_number_difference: 4
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People without a confirmed COVID-19 infection
reference_class_description_new: COVID-19 survivors, one year post-infection
source_base: The Nature Medicine study
source_new: The Nature Medicine study
topic_and_unit: Risk of stroke in %"
"A new study from The Nature Medicine also found a 62% added risk of stroke one year after COVID-19 infection, or about 5 extra strokes per 1,000 people.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 5/1000
relative_risk: 0.62
absolute_number_difference: 5
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People without a confirmed COVID-19 infection
reference_class_description_new: COVID-19 survivors, one year post-infection
source_base: The Nature Medicine study
source_new: The Nature Medicine study
topic_and_unit: Risk of stroke in %"
"The Nature Medicine study found a 48% surge in stroke cases one year after COVID-19 infection, or about 4 extra strokes per 1,000 people.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 4/1000
relative_risk: 0.48
absolute_number_difference: 4
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People without a confirmed COVID-19 infection
reference_class_description_new: COVID-19 survivors, one year post-infection
source_base: The Nature Medicine study
source_new: The Nature Medicine study
topic_and_unit: Risk of stroke in %"
"The Nature Medicine study interestingly found a 35% stroke risk increase one year after COVID-19 infection, or about 3 extra strokes per 1,000 people.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 3/1000
relative_risk: 0.35
absolute_number_difference: 3
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People without a confirmed COVID-19 infection
reference_class_description_new: COVID-19 survivors, one year post-infection
source_base: The Nature Medicine study
source_new: The Nature Medicine study
topic_and_unit: Risk of stroke in %"
"The study from Nature Medicine found a 67% extra stroke cases one year after COVID-19 infection, or about 6 extra strokes per 1,000 people.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 6/1000
relative_risk: 0.67
absolute_number_difference: 6
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increased risk
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: People without a confirmed COVID-19 infection
reference_class_description_new: COVID-19 survivors, one year post-infection
source_base: The Nature Medicine study
source_new: The Nature Medicine study
topic_and_unit: Risk of stroke in %"
"Compared to a control group of about 5,200,000 veterans without COVID-19, those who recovered from the disease were 40% more likely to had a higher risk of cardiovascular complications, which translated into approximately 32 additional cases per 1,000 people after one year.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 32/1000
relative_risk: 0.4
absolute_number_difference: 32
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 5200000
reference_class_size_new: null
reference_class_description_base: U.S. veterans without COVID-19 infection
reference_class_description_new: U.S. veterans one year after a confirmed COVID-19 infection
source_base: null
source_new: null
topic_and_unit: Risk of cardiovascular issue in %"
"Compared to a control group of about 6,100,000 veterans without COVID-19, those who had recovered from the disease were 58% more likely to were more likely to suffer from heart-related conditions, which translated into approximately 41 additional cases per 1,000 people after one year.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 41/1000
relative_risk: 0.58
absolute_number_difference: 41
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 6100000
reference_class_size_new: null
reference_class_description_base: U.S. veterans without COVID-19 infection
reference_class_description_new: U.S. veterans one year after a confirmed COVID-19 infection
source_base: null
source_new: null
topic_and_unit: Risk of cardiovascular issue in %"
"Compared to a control group of about 4,800,000 veterans without COVID-19, those who had recovered from the disease were 70% more likely to faced a greater chance of cardiovascular problems, which translated into approximately 53 additional cases per 1,000 people after one year.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 53/1000
relative_risk: 0.7
absolute_number_difference: 53
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 4800000
reference_class_size_new: null
reference_class_description_base: U.S. veterans without COVID-19 infection
reference_class_description_new: U.S. veterans one year after a confirmed COVID-19 infection
source_base: null
source_new: null
topic_and_unit: Risk of cardiovascular issue in %"
"Compared to a control group of about 5,700,000 veterans without COVID-19, those who had recovered from the disease were 49% more likely to were at elevated risk for cardiac problems, which translated into approximately 38 additional cases per 1,000 people after one single year.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 38/1000
relative_risk: 0.49
absolute_number_difference: 38
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 5700000
reference_class_size_new: null
reference_class_description_base: U.S. veterans without COVID-19 infection
reference_class_description_new: U.S. veterans one year after a confirmed COVID-19 infection
source_base: null
source_new: null
topic_and_unit: Risk of cardiovascular issue in %"
"Compared to a control group of about 5,000,000 veterans without COVID-19, those who had recovered from the disease were 62% more likely to show an increased incidence of cardiovascular disease, which translated into approximately 47 additional cases per 1,000 people after one year.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 47/1000
relative_risk: 0.62
absolute_number_difference: 47
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 5000000
reference_class_size_new: null
reference_class_description_base: U.S. veterans without COVID-19 infection
reference_class_description_new: U.S. veterans one year after a confirmed COVID-19 infection
source_base: null
source_new: null
topic_and_unit: Risk of cardiovascular issue in %"
"Compared to a control group of about 5,300,000 veterans without COVID-19, those who had also recovered from the disease were 36% more likely to had more frequent occurrences of heart problems, which translated into approximately 29 additional cases per 1,000 people after one year.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 29/1000
relative_risk: 0.36
absolute_number_difference: 29
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 5300000
reference_class_size_new: null
reference_class_description_base: U.S. veterans without COVID-19 infection
reference_class_description_new: U.S. veterans one year after a confirmed COVID-19 infection
source_base: null
source_new: null
topic_and_unit: Risk of cardiovascular issue in %"
"Compared to a control group of roughly 6,000,000 veterans without COVID-19, those who had recovered from the disease were 55% more likely to were found to have a higher rate of cardiovascular complications, which translated into approximately 39 additional cases per 1,000 people after one year.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 39/1000
relative_risk: 0.55
absolute_number_difference: 39
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 6000000
reference_class_size_new: null
reference_class_description_base: U.S. veterans without COVID-19 infection
reference_class_description_new: U.S. veterans one year after a confirmed COVID-19 infection
source_base: null
source_new: null
topic_and_unit: Risk of cardiovascular issue in %"
"Compared to a comparison group of about 5,900,000 veterans without COVID-19, those who had recovered from the disease were 68% more likely to were increasingly diagnosed with heart issues, which translated into approximately 51 additional cases per 1,000 people after one year.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 51/1000
relative_risk: 0.68
absolute_number_difference: 51
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 5900000
reference_class_size_new: null
reference_class_description_base: U.S. veterans without COVID-19 infection
reference_class_description_new: U.S. veterans one year after a confirmed COVID-19 infection
source_base: null
source_new: null
topic_and_unit: Risk of cardiovascular issue in %"
"Compared to a control group of about 5,400,000 veterans without COVID-19, those who had recovered from the disease were 45% more likely to had a heightened likelihood of cardiac events, which translated into 35 additional cases per 1,000 people after one year.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 35/1000
relative_risk: 0.45
absolute_number_difference: 35
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 5400000
reference_class_size_new: null
reference_class_description_base: U.S. veterans without COVID-19 infection
reference_class_description_new: U.S. veterans one year after a confirmed COVID-19 infection
source_base: null
source_new: null
topic_and_unit: Risk of cardiovascular issue in %"
"Compared to a control group of about 6,200,000 veterans without COVID-19, those who had recovered from the disease were 52% more likely to showed more cases of circulatory system disease, which translated into roughly 42 additional cases per 1,000 people after one year.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: 42/1000
relative_risk: 0.52
absolute_number_difference: 42
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: 6200000
reference_class_size_new: null
reference_class_description_base: U.S. veterans without COVID-19 infection
reference_class_description_new: U.S. veterans one year after a confirmed COVID-19 infection
source_base: null
source_new: null
topic_and_unit: Risk of cardiovascular issue in %"
"Males ages 15–18 were at elevated risk, with 7/100000 individuals per 100,000 developing myocarditis.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 7/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: elevated risk
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 15–18
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: Risk of myocarditis per 100000 males ages 15–18 "
"Male People ages 17–20 were at increased risk, with 5/100000 individuals per 100,000 developing myocarditis.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 5/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: increased risk
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 17–20
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: Risk of myocarditis per 100000 males ages 17–20"
"Men ages 14–17 were at heightened likelihood, with 9/100000 individuals per 100,000 developing myocarditis.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 9/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: heightened likelihood
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 14–17
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: Risk of myocarditis per 100000 males ages 14–17"
"Males ages 18–21 were at above-average risk, with 4/100000 individuals per 100,000 developing myocarditis.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 4/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: above-average risk
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 18–21
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: Risk of myocarditis per 100000 males ages 18–21"
"Males ages 13–16 were at notably high risk, with 10/100000 individuals per 100,000 developing myocarditis.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 10/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: notably high risk
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 13–16
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: Risk of myocarditis per 100000 males ages 13–16"
"Male People ages 16–19 were at the highest observed rate, with 6/100000 individuals per 100,000 developing myocarditis.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 6/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: the highest observed rate
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 16–19
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: Risk of myocarditis per 100000 males ages 16–19"
"Men ages 15–19 were at strongest risk, with 8/100000 individuals per 100,000 developing myocarditis.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 8/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: strongest risk
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 15–19
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: Risk of myocarditis per 100000 males ages 15–19"
"Males ages 14–18 were at marked susceptibility, with 11/100000 individuals per 100,000 developing myocarditis.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 11/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: marked susceptibility
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 14–18
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: Risk of myocarditis per 100000 males ages 14–18"
"Male Persons ages 17–19 were at peak risk, with 3/100000 individuals per 100,000 developing myocarditis.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 3/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: peak risk
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 17–19
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: Risk of myocarditis per 100000 males ages 17–19"
"Males People 15–20 were at pronounced risk, with 12/100000 individuals per 100,000 developing myocarditis.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 12/100000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: pronounced risk
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 15–20
reference_class_description_new: null
source_base: null
source_new: null
topic_and_unit: Risk of myocarditis per 100000 males ages 15–20"
"In a Hadassah Medical Study, scientists found that the risk of developing myocarditis among males ages 15–18 was about 1/14000 after a third dose of the Pfizer-BioNTech COVID-19 vaccine.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 1/14000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 15–18 after a third dose of Pfizer-BioNTech vaccine
reference_class_description_new: null
source_base: Hadassah Medical Study
source_new: null
topic_and_unit: Risk of myocarditis per 14000 males ages 15–18 after a third dose"
"In a Jerusalem COVID Vaccine Study, scientists found that the risk of developing myocarditis among males ages 17–20 was about 1/16000 following a booster dose of the Pfizer-BioNTech COVID-19 vaccine.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 1/16000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 17–20 following a booster dose of Pfizer-BioNTech vaccine
reference_class_description_new: null
source_base: Jerusalem COVID Vaccine Study
source_new: null
topic_and_unit: Risk of myocarditis per 16000 males ages 17–20 following a booster dose"
"In a Pfizer Booster Effect Study, scientists found that the risk of developing myocarditis among males ages 16–19 was about 1/17000 after a second booster of the Pfizer-BioNTech COVID-19 vaccine.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 1/17000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 16–19 after a second booster of Pfizer-BioNTech vaccine
reference_class_description_new: null
source_base: Pfizer Booster Effect Study
source_new: null
topic_and_unit: Risk of myocarditis per 17000 males ages 16–19 after a second booster"
"In a Israel Myocarditis Report, scientists found that the risk of developing myocarditis among males ages 18–21 was about 1/13000 post third shot of the Pfizer-BioNTech COVID-19 vaccine.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 1/13000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 18–21 post third shot of Pfizer-BioNTech vaccine
reference_class_description_new: null
source_base: Israel Myocarditis Report
source_new: null
topic_and_unit: Risk of myocarditis per 13000 males ages 18–21 post third shot"
"In a Haifa Clinical Research Group, scientists found that the risk of developing myocarditis among males ages 14–17 was about 1/18000 following the third Pfizer dose of the Pfizer-BioNTech COVID-19 vaccine.","risk_communication: 1.0
single_case_base: 1.0
absolute_risk_base: 1/18000
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: males ages 14–17 following the third Pfizer dose of Pfizer-BioNTech vaccine
reference_class_description_new: null
source_base: Haifa Clinical Research Group
source_new: null
topic_and_unit: Risk of myocarditis per 18000 males ages 14–17 following the third Pfizer dose"
